NOMBRE_LOCAL,UBICACION
Amets (Tolosa),"LARRAMENDI, 1 -"
Anbore (Oroso),"Praza Do Concello,5 5 Esq. Calle Xuncal, 1 - OROSO"
Ariño (Tasaraño),"Tasaraño - Xaviña, 48 - TASARAÑO"
Arkatza (Vitoria-Gasteiz),"ARKATZA, 1 -"
As Baleas (CEE),"ANTONIO ANDRADE, 6 - Cee"
As De Copas (Logroño),"Perez Galdos,3 -"
Atraskua (Azkoitia),"Calle PINTOR IRIARTE ,3 - Azkoitia"
Auzune (Gernika-Lumo),"Calle AITA LUIS VILLASANTE,25 - Gernika-Lumo"
Avenida (Irun),"Guipuzkoa, 32 - Irun"
Azteka (Bilbao),"Calle FICA ,50 Esc TRASERA - Bilbao"
BABEL,"RUA CABALLEROS, 49 -"
BAHIA (Madrid),"LONGARES,2 - Madrid"
BAILARIN (O Barco),"MANUEL QUIROGA, 21 -"
BANDO S,"Calle RUA DO PETO ,4 - Xinzo De Limia"
BAPO (Vitoria-Gasteiz),"Zabalgana Hiribidea, 29 - Vitoria-Gasteiz"
BAR 2 EL (Vitoria Gasteiz),Calle De Manuel Iradier 37 - Vitoria-Gasteiz
BAR A CHISPA (A Coruña),Calle De Javier López López - La Coruña
BAR A LAREIRA (Pontes De Garcia Rodriguez A),Avenida De Galicia 34 - As Pontes De García Rodríguez
BAR ARRIANA (Castellon De La Plana),"CERAMISTA GUALLART CARPI, 1 -"
BAR AUPA TU (Repelaga),Calle De Ortuño De Alango 4 - Portugalete
BAR BASETXE (Barakaldo),"BARANDIARAN, 4 -"
BAR BEAGLE (Tapia),"Via Tapia,7 -"
BAR BELANDO (Ferrol),"Calle Manuel Belando, 20 -"
BAR BERRIZ ONA (El Burgo-Burgelu),"N-I, Km 364, Burgelu, Álava - Gumiel De Izán"
BAR BOTE 97 (Tapia),"Calle Pigara,15 -"
BAR BRISA (Perillo),"Calle Linneo, 1 - Helsingborg"
BAR CAFE DE MURRIETA (Logroño),"MARQUES DE MURRIETA, 29 -"
BAR CANTERA LAS (Sestao),"Calle Antonio Trueba, 3 -"
BAR CAPRICCIO (Bilbao),Avenida Julián Gaiarre 72 - Bilbao-Bilbo
BAR CERVECERA SANTURTZI(Santurtzi),Calle De Itsasalde 40 - Santurtzi/Santurce
BAR COCO S (Silla),"VICENTE ALEIXANDRE, 10 -"
BAR DEIVE (Fene),Calle Cruceiro 2 -
BAR DIURNO (Vitoria Gasteiz),"Calle Los Huetos, 5 - Robledo De Chavela"
BAR DON DARDO (Vitoria Gasteiz),Avenida De Los Huetos 27 - Vitoria-Gasteiz
BAR DON KOMILON (Barakaldo),Avenida De Euskadi 83 - San Vicente De Barakaldo
BAR DONJA(Bilbao),Calle De Arsuaga 2 - Bilbao-Bilbo
BAR EALKARTETXEA (Ortuella),Calle De Catalina Gibaja 26 - Ortuella
BAR EL SURTIDOR (Sada),Poligono Industrial Espiritu Santo - Söderköping
BAR ESTAMBUL DONER KEBAB (Pamplona),"AV DE VILLAVA, 14 -"
BAR EZKER A LA BRASA (Gadalkao),Calle De Txomin Egileor 30 - Galdakao
BAR GOITIBERA (Repelaga),Calle Del General Castaños 41 - Portugalete
BAR GORKI (Barakaldo),Calle Bizkaia 33 - San Vicente De Barakaldo
BAR GUO (Valencia),"CALLE SERRERIA, 10 -"
BAR GURE ARGI (Bilbao),Calle De San Francisco 3 - Bilbao-Bilbo
BAR GURIA (Durango),"PABLO PEDRO ASTARLOA KALEA, 0003 -"
BAR HORRIGANS IRIS (Orihuela-Costa),"Calle ISLA CABRERA, 9 - Orihuela"
BAR JUAITOR (Barakaldo),"Calle Guridi, 4 -"
BAR KAROLA (Bilbao),"Calle Monte Ganekogorta, 12 -"
BAR KBS (Vitoria-Gasteiz),"CALLE ANGLO-VASCO, 1 -"
BAR KRRT (Sarria),Calle De Las Rías Baixas 5 - Sarria
BAR LA SOLANA (Muniain De La Solana),"Carretera Aberin, 1 - Bethlehem"
BAR LAKUA (Vitoria-Gasteiz),Calle De La Voluntaria Entrega 14 - Vitoria-Gasteiz
BAR LET S GO (Vitoria),"LANDABERDE, 0026 -"
BAR LEZKAIRU (Pamplona),"CALLE SOTO DE LEZKAIRU, 1 -"
BAR LOGAN (Vitoria Gasteiz),Calle De Martín Olave 2 - Vitoria-Gasteiz
BAR MARSAN (Erandio),"Kalea Karl Marx Kalea, 5 -"
BAR MONICA ( Pontevedra),"Calle LOUREIRO CRESPO ,63 - Pontevedra"
BAR NOA (Vitoria),"BURGOS, 0008 -"
BAR O BONITO (Fisterra),Calle Ribeira 47 - Betanzos
BAR PAPUA CAFÉ (Catarroja),"RAMBLETA, 59 -"
BAR PARIS (Lugo),"Calle San Roque, 146 -"
BAR PARISIEN (Bilbao),"BETOLATZA, 50 -"
BAR PINTA LA (VALLE DE TRAPAGA TRAPAGARAN),"Plaza Ciudad De La Habana, 1 -"
BAR PORTON (Quiroga),Calle Real 43 - Quiroga
BAR PORTON BELLO (Padron),"Calle Campo Da Feira,7 -"
BAR PUB 470 ORIENT (Burela),"Calle Rosalia De Castro, 77 -"
BAR QUESTRA (Lugo),Poligono CEAO S/N - Lugo
BAR QUIN (Corella),"Calle Ssan Pedro, 21 -"
BAR RESTAURANTE BLANCO (Santa Comba),Lugar Vilar De Arriba - Santa Comba
BAR RESTAURANTE VALENCIA (Valencia),"Calle SANTO DOMINGO SAVIO ,76 - Valencia"
BAR RUGBY (Getxo),"Calle Gaztelugatxe, 3 -"
BAR SAHIL (Coruña),"Calle Angel Rebollo, 73 -"
BAR SAN CIPRIANO (Ayegui),Calle Carretera - Igúzquiza
BAR SAN MIGUEL (Campo),"Calle San Miguel Do Campo, 41 -"
BAR SAVOY (Vitoria-Gasteiz),"CALLE DOMINGO BELTRAN DE OTAZU, 14 -"
BAR SOL (Beasain),"JOSE MIGEL ITURRIOTZ KALEA, 0003 -"
BAR TENTADERO,"VELARDE, 6 -"
BAR TRABALEKU (Donosti),Calle José Miguel De Barandiarán 16 - Donostia-San Sebastián
BAR TXOCO (Vitoria),"CERCAS BAJAS, 0009 -"
BAR TXOKO (Barakaldo),Calle Landaberri - San Vicente De Barakaldo
BAR VIEJO ROBLE EL (Bilbao),"Plaza San Pedro, 2 -"
BAR VIRGEN DEL MAR (Burriana),"Calle JAIME I ,22 - Borriana"
BAR WAUMNAS,"BEHOBIA, 4 -"
BAR ZULO (Lasarte Oria),"GELTOKI KALEA, 0011 -"
BARCODE,"Calle RÚA DAS FLORES ,6 - Arteixo"
BARDELAS,"Calle PRINCIPAL ,106 - Maside"
BEA (Bermeo),"CALLE PRANTZISKO DEUNA, 1 -"
BEAR CLUB (Valencia),"AVENIDA MARIA CRISTINA, 5 -"
BEARIZ,"Calle MERELLES ,33 - Beariz"
BEGAMAR,"Avenida GENERAL SANJURJO ,259 - A Coruña"
BELANDI (Urnieta),"IDIAZABAL KALEA, 43 -"
BELATZ (Lasarte-Oria),"CALLE IÑIGO DE LOIOLA KALEA, 10 -"
BELL S,"AVENIDA ZAMORA, 5 -"
BENIARDA (Benidorm),"BENIARDA, 4 -"
BIBLOS (Noia),"CALLE HERMANOS LABARTA, 11 ED. SABATINI -"
BICICLETA LA TAPERIA (Guardamar Del Segura),"LEPANTO, 3 -"
BIENESTAR (Zarraton),"ELISEO PINEDO, 1 -"
BINGO AVENIDA,"Calle MASNOU,10 - L'Hospitalet De Llobregat"
BINGO BADALONA,"PONENT, 94 -"
BINGO CERDANYA (Puigcerda),"CALLE GIRONA, 7 -"
BINGO CICLISTA,"Avenida CESAR AUGUSTO ,7 - Zaragoza"
BINGO COLON (Logroño),"COLON, 17 -"
BINGO GARCILASO,"Calle GARCILASO ,110 - Barcelona"
BINGO LAIETANA,"Via LAIETANA ,51 - Barcelona"
BINGO LAS GAUNAS (Logroño),"REPUBLICA ARGENTINA, 31 -"
BINGO MURRIETA (Logroño),"MARQUES DE MURRIETA, 9 -"
BINGO PASSEIG DE GRACIA,"Calle CORSEGA ,335 - Barcelona"
BINGO PEÑAS (Huesca),"SANTO GRIAL, 3 -"
BINGO PINEDA,"Calle DEL NONELL ,2 - Pineda De Mar"
BINGO ROYAL (Coruña),Glorieta CUATRO CAMINOS S/N - A Coruña
BINGO T BORRELL (Barcelona),Calle Comte Borrell 73 -
BINGO T CASINO CUENCA,Plaza Romero 2 -
BINGO T CERVANTES,"Cervantes, 17 -"
BINGO T FENIX (Santander),"CALLE MARQUES DE LA HERMIDA, 66 -"
BINGO T GRAN PEÑA (Vilanova Y La Geltru),"PRINCIPAL, 0052 -"
BINGO T SPORTING,"PORTUGAL, 16 -"
BINGO TUDELA,"PABLO SARASATE, 6 -"
BINGO TYKHE (Calahorra),"BRETON DE LOS HERREROS, 7 -"
BIRLOQUE 2,"Birloque, 56 -"
BLACK AND WHITE (Vitoria-Gasteiz),"ALTO DE ARMENTIA, 44 -"
BLANCA,"Av. Dos De Maig,2 -"
BLAU (Benicasim),"Calle CASTELLON ,54 - Benicasim"
BLAU (Segorbe),"Av. España, 91 - Segorbe"
BOA ESCAMA (Sada),"AVENIDA DEL PUERTO, 29 -"
BOASMIGAS (Burela),"MANUEL MURGUÍA, 5 -"
BOCADITOS (Valencia),"CAMPANAR, 57 - Valencia"
BOCATERÍA LIDIA (Valencia),"Del Convent Dels Carmelites,6 -"
BOCAVILL,"MATILDE SALVADOR,2 -"
BODEGA (Sangüesa),"Calle MAYOR ,59 - Sangüesa"
BODEGA LA (Castellon De La Plana),"VALENCIA, 32 -"
BODEGA O ROXO,"PANAMA, 6 -"
BODEGON PIRATA (Carballo),"RAZO, 29 -"
BODEGUETA LA,"MARQUES DE MONTORTAL,3 - Valencia"
BODEGUETA LA (Denia),"CARRER MAJOR, 51 -"
BODEGUILLA PRESARAS (Vilasantar),"FORO, 42 - Vilasantar"
BODEGUITA DEL MEDIO (Pamplona),"SEÑORIO DE ECHALAZ, 6 -"
BOHEMIA (Lardero),"INDEPENDENCIA, 8 -"
BOLSITAS,"Arco, 29 -"
BON CAFE EL,"Avenida MONTIEL ,9 - Benaguasil"
BONXU,"Avenida AVENIDA DE SANTA ICIA ,95 - Narón"
BORA BORA (Lugo),"SERRA DE OUTES, 10 -"
BRASERIA DALI (TAPERÍA) (Vinaros),"Barcelona, 12 - Vinaròs"
BRETEMA (Barbadas),"Avenida CELANOVA ,47 - Barbadás"
BRIGANTIUM (Coruña),"ALMIRANTE CADARSO, 4 -"
BRINKADEIRA,"Calle BORRALON ,11 - A Coruña"
BROOKLYN (Ourense),"Avenida PORTUGAL ,109 - Ourense"
BRUSELAS (Vitoria),"Brusela Hiribidea, 7 -"
BUENOS AIRES (Berriozar),"GIPUZKOA ETORBIDEA, 2 -"
BUENOS AIRES (Coruña),"Calle SAN VICENTE ,12 Pta IZDA - A Coruña"
BUENOS AIRES (Galdakao),"APERRIBAI, 53 -"
BUFFET 3B (Coiros De Abaixo),"LUGAR LAPELA, 12 -"
BULEVAR (Alicante),"DEPORTISTA KIKO SANCHEZ, 1 - Elda"
BUSHIDO (Petrer),"Calle De La Mancha, 22 - Petrer"
BV 22,"Calle BLAS VALERO ,22 - Elx"
Babar Donner Kebab (Vitoria),"Calle FRANCIA ,10 - Vitoria-Gasteiz"
Bajamar (Vitoria-Gasteiz),"Calle GORBEA ,10 - Vitoria-Gasteiz"
Bamboo (Massamagrell),"Camp De Morvedre, 5 - PUEBLA DE FARNALS"
Bar HH,Calle De Las Alpujarras 14 -
Barazar (Vitoria),"Calle PUERTO BARAZAR ,3 - Vitoria-Gasteiz"
Bayuca (Vitoria-Gasteiz),"Obispo Ballester, 33 - Vitoria-Gasteiz"
Berango (Barakaldo),"Calle ENCARTACIONES ,17 - Barakaldo"
Berrizko (Berriz),"Geltoki, 9 - BERRIZ"
Bianco (Castellon De La Plana),"Puig, 8 - Castelló De La Plana"
Biguel (Noia),"Calle IRMANS LABARTA ,4 - Noia"
Bingo Copacabana,"Cid Campeador, 5 -"
Bingo Don Benito,"Salvador Dalí, 1 - Don Benito"
Bingo Segovia,"SEVERO OCHOA, 6 - Segovia"
Blink (Renteria),"Calle IBAIONDO ,7 - Orio"
Boca A Boca (Logroño),"Calle DE LOS CUARTELES,23 - Logroño"
Bolos (Cervera Del Rio Alhama),"Avenida LA RIOJA,5 - Cervera Del Río Alhama"
Brasil (Bilbao),"Calle BADAJOZ ,1 - Bilbao"
Broadway (Vitoria),"Calle VENEZUELA ,12 - Vitoria-Gasteiz"
Bullas,"Calle UNION EUROPEA, 4 - Bullas"
CA BHUPI (Lliria),"Calle SAN MIGUEL ,23 - Llíria"
CA CHATO (Alcacer),"Ricardo Hernandez, 74 - Alcàsser"
CA LUIS (Meliana),"Calle CID CAMPEADOR ,12 - Meliana"
CABALEIROS (Lourenza),"CALLE CALVO SOTELO, 1 -"
CABANES,"Calle PEDRO CABANES ,73 - Valencia"
CACEREÑO EL (Bilbao),"BARRIO URETAMENDI, 8 -"
CACHEIRO (Outomuro),"CARRETERA CELANOVA BARRAL, 60 -"
CADAVAL (Frades),Carretera N-634 Km 630 -
CAFE 1906,"TORRE, 82 -"
CAFE BAR 0815 (A Coruña),"TRAVESIA DE MEICENDE, 22 -"
CAFE BAR BREOGAN (Arteixo),"Calle ALCALDE MANUEL PLATAS VARELA ,79 - Arteixo"
CAFE BAR LA PUJA,"Calle DAU ,10 - Benirredrà"
CAFE CREMOSS,"Carrer Colon, 22 - Albal"
CAFE FALTAS TÚ (Vitoria-Gasteiz),"Calle GORBEA, 37 -"
CAFE PUB DON CARLOS,Carretera PONTEVEDRA ORENSE S/N - Ourense
CAFE RAW (Vitoria-Gasteiz),"JUAN CARLOS I, 17 -"
CAFE TEATRO ALAI (Gernika Lumo),"CALLE JUAN CALZADA KALEA, 9 -"
CAFENET 2 (Sedavi),"Calle ALBUFERA, DE LA ,2 - Sedaví"
CAFENET EL (Almenara),"Calle EL AGÜELET ,1 - Almenara"
CAFEPAN (Casinos),"Plaza MAYOR ,5 - Casinos"
CAFETERIA BADIA,"Calle BADIA ,104 - Montcada"
CAFETERIA BARA (Barañain),"PLAZA CASTAÑOS, 6 -"
CAFETERIA LORIGA (Lalin),"JOAQUIN LORIGA, 29 -"
CAFETERIA PANADERIA JESUS (Ceuta),JUPITER -
CAFETERIA TOULOUSE (Benidorm),"Calle TOMAS ORTUÑO ,48 - Benidorm"
CALA (Elche),"Emilio Sala Hernandez,32 - Elx"
CALIDAD CODERE CONNECT,"Avenida De Bruselas, 26 - Alcobendas"
CALIDAD- TIENDA ALL TERMINALS Andalucia,Avenida De Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Asturias,Avenida Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS CLM,Avenida Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Canarias,Avenida Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Cantabria,Avenida Bruselas -
CALIDAD- TIENDA ALL TERMINALS Catalunya,Avenida Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Extremadura,Avenidad De Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Galicia,"Avenida De Bruselas, 26 -"
CALIDAD- TIENDA ALL TERMINALS La Rioja,Avenida De Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Madrid,Avenida Bruselas 26 -
CALIDAD- TIENDA ALL TERMINALS Valencia,"Avenida Bruselas, 26 -"
CALIFORNIA (Vitoria),"CALLE VENEZUELA, 3 -"
CALVO,"Avenida LUGO ,63 - As Pontes De García Rodríguez"
CAMARERO EL (Ceuta),"Carretera BENITEZ, 14 -"
CAMINHO DA GEIRA (Codeseda),Lugar CODESEDA - A SAGRADA -
CAMINO DE CASA,"Calle PAMPLONA ,33 - Pamplona"
CAMIONERO (Abegondo),"Carretera LIMIÑON, 18 -"
CAMIÑO DO MAR (Rois),"LUGAR A CALLE, 18 - URDILDE -"
CAMPILLO EL (Logroño),"LOBETE, 31 -"
CAMPING IBAIA (Armentia),"N-102 (GOMETXA), 0346 -"
CAMPING L ALQUERIA (Gandia),"Avenida Del GRAU, 142 -"
CAN TONI,"Camino VELL DE TORRENT ,24 - Alaquàs"
CANADA,"VIA CARPETANA,147 - Madrid"
CANADA (Mosteiro - San Salvador),"RUA DE CASTELAO, 3 -"
CANAO (Lalin),"Calle MEMORIAS DUN NENO LABREGO, 18 -"
CANELA (Elda),"Calle VIRGEN DE LOS DESAMPARADOS ,20 - Elda"
CANICA LA (Picanya),"VALENCIA,42 - Picanya"
CANIDE (Cabreira-Maianca),"MARIA PITA, 26 - Cabreira"
CANTINA (Fisterra),"Calle CALAFIGUEIRA ,1 - Fisterra"
"CANTINA, LA","CL ARCO,5 - Colmenar De Oreja"
CANTONET,"Calle LADRILLAR ,1 - Riba-Roja De Túria"
CANTONET DE FEFA (Paterna),"CARRER CAMPAMENT, 2 -"
CAPILLA,"Lugar CAPILLA-CARREIRA ,17 - Carreira"
CAPITAN MORGAN (Balmaseda),"AVENIDA ENCARTACIONES, 20 -"
CAPRI,"Avda. Alquería De Moret, 19-21 -"
CAPRI (Repelaga),"URDIBAI, 1 -"
CAPRICE (Coruña),"ARTEIXO, 90 -"
CAPRICE (Iñas),"AVENIDA DAS MARIÑAS, 54 -"
CAPRICHO (Fontecada),"SAN MARTIÑO, 17 -"
CAPTAIN JACKS (Torrevieja),"CAPITAN GARCIA GEA, 13 -"
CARAMBA,"Calle EDUARDO PONDAL ,5 - Muxía"
CARAMEL (Valencia),"Constitució, 59 - Valencia"
CARAMIT (Burriana),"CAOLI, 11 -"
CARAMUXO (Arteixo),"TRAVESIA OSEIRO, 18 -"
CARAVEL,"Calle LINARES RIVAS ,8 - A Coruña"
CARBALLEIRA,"Avenida SANTIAGO ,1 - Teixeiro (Areas)"
CARBALLIÑO,"Calle ALDARA ,23 - O Carballiño"
CARBALLO (Fene),"TARRIO, 8 -"
CARBALLO (Ourense),"Avenida BUENOS AIRES ,125 - Ourense"
CARIBBEAN (Beniarres),"Calle ROSA ESCRIG ,7 - Beniarrés"
CARIBE,"Calle MONTESA, 52 - Xirivella"
CARLOS (Coruña),Avenida Chile 21 - A Coruña
CARRASCO (Alcacer),"SAN JAIME, 60 -"
CARRIO,"Marques De Campo, 3 -"
CARTEROS 3,"Calle CARTEROS ,3 - Valencia"
CARVI (Bilbao),"ZAMAKOLA, 2 -"
CASA CALABUIG MESON (Picassent),"Calle BONAVISTA ,35 - Picassent"
CASA CARMEN (Valencia),"Gravador Jordan, 87 - Valencia"
CASA DEL PUEBLO (Gallarta),"EUSKO GUDARIAK, 4 -"
CASA DEL PUEBLO (Zaldibar),"MUNIBE ZEARKALEA, 3 -"
CASA EUSTASIO,"Calle CONSTITUCION, DE LA ,11 - Viver"
CASA GALICIA (Bilbao),"Calle PABLO PICASSO, 4 -"
CASA LLAUIS,"Avenida GANDIA ,20 Esc 3 Pta LOC.4 - Dénia"
CASA LUIS,"Calle SAN VICENTE MARTIR ,228 - Valencia"
CASA PAU,"Avenida PAIS VALENCIA ,24 - Onda"
CASA PEKIN (Valencia),"Calle CATALUÑA ,3 - Valencia"
CASINO DE ARANJUEZ,"Plaza DE UNESCO ,1 - Aranjuez"
CASINO DEL ATLANTICO,"Avenida JARDINES DE MENDEZ NUÑEZ ,1 - A Coruña"
CASINO PARK RIVAS (Rivas Vaciamadrid),"ALOE, 14 -"
CASINO TALAVERA DE LA REINA,"VILLATOYA, 0002 -"
CASINO ZARAGOZA,Calle MARQUES DE CASA JIMENEZ S/N - Zaragoza
"CASITA, LA","CL JUAN CARLOS I,14 - Alcalá De Henares"
CASTELAO,"Calle RIA DE NOIA ,5 - Arteixo"
CASTILLA (Bilbao),"CALLE ESTRADA DE ABARO, 7 - Bilbao"
CASTY S N550 (Ordes),"Calle CONDE ,2 - Ordes"
CASUALIDAD,"Pais Valencia, 46 - Silla"
CATALIÑO,Lugar PADREIRO-CASTRIZ S/N - Castriz
CAZADOR DO FOXO (A Estrada),"Carretera N-640, 13 -"
CAÑA LA (Cintruenigo),"PABLO RUBIO, 18 -"
CAÑAS,"Atenas, 75 - Las Rozas"
CAÑAS Y COFFEE,"PAIS VALENCIA, 42 -"
CELEIRIÑO (Celeiro - Viveiro),"RÚA DO PORTO, 20 -"
CELIPO (Cervera Rio Alhama),"CALLE CONSTITUCION, 6 -"
CELTAVAL,Calle SANTA CRUZ DE ARRAVALDO S/N - Casanova (Ourense)
CENTAURO MONOVAR,"DIVINA PASTORA, 2 -"
CENTAURO NOVELDA,"Calle POETA PASCUAL GARCIA ,1 - Novelda"
CENTAURO ORIHUELA,"Calle OBISPO ROCAMORA ,22 - Orihuela"
CENTELLES,"Calle CENTELLES ,20 - Valencia"
CENTRO CIVICO SOCIAL,Carretera BENIATJAR S/N - Ràfol De Salem
CENTRO CULTURAL (Vilalba),"PRAZA DA CONSTITUCION, 2 -"
CENTRO SOCIAL – LA LLAR (Alqueria),"Av. País Valenciano, 6 - L'Alqueria D'Asnar"
CERO TRES,"ALBARES DE RIBERA,13 - Madrid"
CERVECERIA A D CAO,"RUA ROSALIA DE CASTRO, 20 -"
CERVECERIA DE LAXE,"Calle ROSALIA DE CASTRO ,24 - Laxe"
CERVECERIA ERNESTO,"Calle ACACIAS ,4 - Benidorm"
CERVECERIA GUAMA,"Rúa Puerto Rico, 15 -"
CERVECERIA JOSE,"Calle COMA, LA ,2 - Xàbia"
CERVECERIA MANE,"RUA BISPO ROMERO LEMA, 12 -"
CERVECERIA PARADISE,"Calle ALCALDE LENS ,23 - A Coruña"
CERVECERIA PIN (Lugo),"RUISEÑOR, 19 -"
CHAFLAN 23,"DR. FACUNDO TOMAS,23 -"
CHALTON (Nules),"VILAVELLA, 25 -"
CHAPLIN (Ceuta),"CALLE CAPITAN CLAUDIO VAZQUEZ, 12 -"
CHARCA VERDE,"Raso, 9 - Alcobendas"
CHARLY S (Valencia),"Tossal Del Rey, 4 -"
CHE EL (Estella-Lizarra),"SANCHO EL FUERTE, 1 -"
CHICOTE (Viana Do Bolo),"RÚA LIBERTADE, 7 -"
CHIN,"Calle VIRGEN DE LA CABEZA ,62 - Valencia"
CHIQUITA (Logroño),"CALLE CIGÜEÑA, 34 -"
CHISPA,"Avenida Navarra, 51 -"
CHUCHE,"Calle CAMPO CASTELO ,32 - Lugo"
CIABOGA,"Calle ERMITAGAÑA ,4 - Pamplona"
CIBER CAFÉ,"Calle SENIJA ,5 - Dénia"
CIPRES (Vimianzo),"LUGAR CARNES, 42 -"
CLIMENT,"GRABADOR JORDAN,65 -"
CLUB CAFETAL,"Carrer Calvari ,55 - Bétera"
COCONUT GROVE CAFE,"Plaza FABRICA DE TABACOS ,7 - A Coruña"
COCOS,"Calle AZORIN ,30 - Torrent"
COLGTESTING-SALA1FRK_Old,Avenida De Bruselas 28 -
COLONIAL,"Calle CATALUÑA ,37 - Narón"
COMAR ENJOY PLAYING BARCELONA,"Calle BARCELONA ,7 - A Coruña"
COMAR ENJOY PLAYING CUATRO CAMINOS,"Cuesta DE PALLOZA ,5 - A Coruña"
COMAR ENJOY PLAYING GALIANO,"Calle GALIANO ,29 - Ferrol"
COMAR ENJOY PLAYING LUGO,"Calle OBISPO AGUIRRE ,6 - Lugo"
COMAR ENJOY PLAYING MARINEDA,Carretera BAÑOS DE DE ARTEIXO S/N - A Coruña
COMAR ENJOY PLAYING ORENSE,"Calle DO PASEO ,25 - Ourense"
COMAR ENJOY PLAYING RUA NUEVA,"Calle NUEVA ,11 - A Coruña"
COMAR ENJOY PLAYING RUBINE,"Avenida DE RUBINE ,2 - A Coruña"
COMPETENCIA LA (Madrid),"Manzanares,40 - Alcobendas"
CONDE,"Calle LAMAS DE PRADO ,98 - Lugo"
CONDE (Puerto De Sagunto),"VENT DE GREGAL, 21 - Port De Sagunt"
CONDE EL (Benafer),"Calle REY, 19 -"
CONFIANZA 44 (Ourense),"Avenida ALFONSO RODRIGUEZ CASTELAO, 44 -"
CONFORT (Taragoña),"Burata, 1 -"
CONGA (Mislata),"Calle Del Palleter, 4 - Mislata"
CONSTANTINO (Porto Do Son),"ALDEA TARRIO, 32 -"
COPETIN,"Calle ALDARA ,5 - O Carballiño"
CORATGE (Beniarbeig),"DENIA, 25 -"
CORAZON DEL VALLE,"Rio Avia, 2 -"
CORBELLE (Ourense),"RAMON PUGA, 26 -"
CORDOBESA LA (Almazora),"CALLE BATALLA DE LEPANTO, 34 -"
CORTES (Maceda),"Calle AS CANTEIRAS ,83 - Maceda"
COSTA AZUL,"VILLAHERMOSA,39 -"
COXITA (Petin),"PLAZA DOCTOR QUIROGA, 1 -"
CRISTAL,"Calle ALEXANDRE BOVEDA ,20 - Melide"
CRISTINA (Els Poblets),"CARRER MAJOR, 1 -"
"CRISTO, RTE. EL","Avda. Alquería De Moret, 19-21 -"
CRISTOBAL (Valencia),Jesus Morante Borras - Valencia
CUEVA DEL PIRATA (Sada),"AVENIDA DEL PUERTO, 1 -"
CULTURAL (Alaquas),"Plaza CONSTITUCION ,1 - Alaquàs"
"CURRA, LA","Avda. Alquería De Moret, 19-21 -"
CURTIS (Coruña),"Calle ANTONIO NOCHE ,22 - A Coruña"
Capricho (Betanzos),"PINTOR SEIJO RUBIO,4 - Betanzos"
Carmen Heladeria (Paterna),"Lliso,12 - Paterna"
Cartal – Fenix (A Coruña),"Carretera BAÑOS DE ARTEIXO ,26 - A Coruña"
Casino (Sarria),"Rua Mayor, 65 - Sarria"
Catedral La (Portugalete),"Alberto Palacios, 9 - Portugalete"
Central (Pradejon),"Calle LA FUENTE,6 - Pradejón"
Cepa (Donosti),"Calle SANTA BARBARA ,2 - Donostia"
Charo (Santurce),"Calle JUAN CRISOSTOMO ARRIAGA ,13 - Santurtzi"
Cid (Irun),"Calle AURELIANO LOPEZ DE BECERRA ,5 - Irun"
Cocktail (Archena),"Calle ALCALDE JOSE MARIN, 3 - Archena"
Comar Enjoy Playing Esteiro (Ferrol),"Calle ESPAÑOLETO, 50 - Ferrol"
Constitucion (Valencia),"Constitucion, 29 - Valencia"
D ALMUDIN (Valencia),"CARRER DE FRANCESC SEMPERE, 2 -"
D CAMINO (Puenteareas),"AUTOVIA A-52, 292 -"
D F MADRID,"Avenida FRANCISCO GIL ZAMORA ,15 - Avión"
D MARIA,"Plaza PAZ NOVOA ,3 - Ourense"
D ZERO (Etxebarri),"Calle NAVARRA ,2 - Etxebarri"
DADOS (Corcubion),"SAN MARCOS, 6 -"
DANIEL HORCHATERIA,"Calle MILAGRO,43 -"
DANIEL S,"Calle MAYOR ,95 - Picassent"
DANUBIO (Portugalete),"MAESTRO ZUBELDIA, 0002 -"
DE ACA Y DE ALLA (Alicante),"Calle DEPORTISTA MANUEL SUAREZ ,1 - Alacant"
DE PEDRO CAFETERIA,"TIRANT LO BLANC, 6 -"
DEBAO,"Calle JOSE LUIS BUGALLAL MARCHESI ,1 - A Coruña"
DEJA VU,"CAÑAL, 30 - Arganda Del Rey"
DELICIAS (Valencia),"CARRER DE PERE ALEIXANDRE, 8 -"
DENA ONA (Vitoria-Gasteiz),"OBISPO BALLESTER, 31 -"
DEPORTIVO,"Calle GUIPUZCOA ,3 - Aizoáin"
DEPORTIVO (Carcastillo),"AV. DE ARAGÓN, 2 -"
DERBY (Alicante),"RIOJA, 2 -"
DERBY EL (Gallarta),"EL MINERO, 6 -"
DICKENS (Ribas De Sil),"CALLE RUA DA LIBERDADE, 8 -"
DIN DON (A Coruña),"Claveles, 1 -"
DISTRITO 210 (A Coruña),RONDA DE OUTEIRO -
DOADE NEMS (Doade),"LUGAR CAVADA, 44 -"
DOLMEN (Cambre),"RÚA CONSTITUCIÓN, 24 -"
DOLÇ I SALAT,"Calle ACADEMICO ALEMANY ,16 - Valencia"
